"","c.X5...0..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...1..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...2..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...3..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...4..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...5..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...6..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...7..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...8..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...9..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0.."
"X0.306",0.00354550059091677,0,0.00553877139979859,0,0.00222526532009586,0.00018450184501845,0.00608313619466036,0.000478850758180367,0.00188002050931465,0.000168095478231636
"X0.307",0,0,0.00167841557569654,0,0.000513522766175967,0,0.000168976005407232,0,0.000683643821568963,0
"X0.308",0,0,0.000335683115139308,0,0,0,0,0,0,0
"X0.309",0,0,0,0,0,0,0,0,0,0
"X0.310",0,0,0,0,0,0,0,0.000159616919393456,0,0
"X0.311",0,0,0,0,0.000171174255391989,0,0,0.000957701516360734,0,0.000168095478231636
"X0.312",0.000168833361472227,0.000148323939483833,0.000503524672708963,0.00065242211710977,0.00393700787401575,0.00018450184501845,0,0.00542697525937749,0,0.00420238695579089
"X0.313",0.0263380043896674,0,0.00268546492111447,0.00163105529277443,0.030811365970558,0.00387453874538745,0.000337952010814464,0.0183559457302474,0.000683643821568963,0.0211800302571861
"X0.314",0.187067364511227,0,0.0110775427995972,0.00554558799543305,0.102875727490585,0.0206642066420664,0.021122000675904,0.0408619313647247,0.00529823961715946,0.0642124726844848
"X0.315",0.403680567280095,0,0.031554212823095,0.0133746534007503,0.273878808627182,0.0605166051660517,0.0816154106116931,0.0687948922585794,0.0164074517176551,0.159354513363591
"X0.316",0.594124599020767,0.000148323939483833,0.0652903658945955,0.0399608546729734,0.493495378295104,0.146863468634686,0.2032781345049,0.101835594573025,0.0408477183387455,0.310136157337368
"X0.317",0.675839945973324,0.00237318303174132,0.103054716347768,0.112053498613603,0.68846285518658,0.283394833948339,0.388475836431227,0.115243415802075,0.090924628268672,0.490838796436376
"X0.318",0.614722269120378,0.00400474636606348,0.148371936891574,0.236666122981569,0.750085587127696,0.457380073800738,0.583812098681987,0.0986432561851556,0.181849256537344,0.572869389813414
"X0.319",0.424953570825595,0.0072678730347078,0.19922792883518,0.389985320502365,0.661246148579254,0.568081180811808,0.651571476850287,0.0660814046288907,0.331738164416339,0.531013615733737
"X0.320",0.217288536214756,0.0315929991100564,0.256294058408862,0.524547382156255,0.52499144128723,0.589852398523985,0.56285907401149,0.0379888268156425,0.53238762604683,0.469490670700958
"X0.321",0.0864426810737802,0.22485909225749,0.317388385364216,0.613113684553906,0.439061965080452,0.560332103321033,0.409766813112538,0.0277733439744613,0.726884293283199,0.459068751050597
"X81",0.0322471720411953,0.791901512904183,0.394595501846257,0.635622247594193,0.424854501882917,0.523985239852399,0.385434268333897,0.041340782122905,0.833532729447958,0.505463103042528
"X240",0.0178963363160561,0.982646099080392,0.468613628734475,0.635296036535639,0.47500855871277,0.488007380073801,0.490030415680973,0.120830007980846,0.851649290719535,0.583291309463775
"X253.24",0.0151950025325004,0.801542568970632,0.538100033568311,0.629098026423096,0.61879493324204,0.454428044280443,0.601892531260561,0.362330407023144,0.83216544180482,0.700117666834762
"X253.25",0.0234678372446395,0.232423613171166,0.563779791876469,0.620942749959224,0.786888052036974,0.417712177121771,0.640757012504224,0.648842777334397,0.701076739018971,0.829214994116658
"X119",0.0822218470369745,0.0259566894096707,0.536253776435045,0.60397977491437,0.827456350564875,0.382472324723247,0.613382899628253,0.750997605746209,0.47291061357033,0.845520255505127
"X25",0.2115482019247,0.00370809848709582,0.441255454850621,0.522916326863481,0.68076001369394,0.331549815498155,0.567083474146671,0.611013567438148,0.269697487608956,0.626155656412843
"X0.322",0.390511565085261,0.00103826757638683,0.302114803625378,0.372859239928234,0.465765148921602,0.239114391143911,0.534471105103075,0.367597765363128,0.146128866860366,0.325600941334678
"X0.323",0.560357926726321,0.000296647878967665,0.167338032896945,0.207144022182352,0.274905854159534,0.147416974169742,0.473301791145657,0.164245810055866,0.0767390189711161,0.128593040847201
"X0.324",0.618605436434239,0.000444971818451498,0.0745216515609265,0.0928070461588648,0.150290996234166,0.0728782287822878,0.359918891517405,0.0614525139664804,0.0422150059818834,0.0467305429483947
"X0.325",0.517643086273848,0.000148323939483833,0.0337361530715005,0.0282172565649976,0.0830195138651147,0.0300738007380074,0.240114903683677,0.0263367916999202,0.0206802256024611,0.0152966885190788
"X0.326",0.32601722100287,0.000148323939483833,0.0226586102719033,0.00570869352471049,0.0439917836357412,0.011070110701107,0.131294356201419,0.0114924181963288,0.00922919159118099,0.00487476886871743
"X0.327",0.116157352692892,0.000148323939483833,0.0167841557569654,0.000489316587832328,0.0166039027730229,0.00387453874538745,0.0591416018925313,0.00303272146847566,0.00358913006323705,0.000168095478231636
"X0.328",0.00455850075975013,0,0.0077207116482041,0,0.00359465936323177,0.00018450184501845,0.0108144643460629,0.000957701516360734,0.00102546573235344,0.000168095478231636
"X0.329",0,0,0.00268546492111447,0,0,0,0.000337952010814464,0,0,0
"X0.330",0,0,0,0,0,0,0,0,0,0
"X0.331",0,0,0,0,0,0,0,0,0,0
"X0.332",0,0,0,0.000163105529277443,0,0,0,0,0,0
"X0.333",0,0,0,0.000489316587832327,0.000171174255391989,0,0,0.000478850758180367,0,0
"X0.334",0.000168833361472227,0,0.0018462571332662,0.00163105529277443,0.00667579596028757,0.000738007380073801,0,0.00351157222665603,0,0.00336190956463271
"X0.335",0.0464291744048624,0,0.0099026518966096,0.00521937693687816,0.0328654570352619,0.0022140221402214,0.000337952010814464,0.0105347166799681,0.000341821910784481,0.0171457387796268
"X0.336",0.251561708593618,0,0.0355824102047667,0.0106018594030338,0.125128380691544,0.0164206642066421,0.0226427847245691,0.0276137270550678,0.00290548624166809,0.0511010253824172
"X0.337",0.478136079689347,0,0.0839207787848271,0.0161474473984668,0.298870249914413,0.0466789667896679,0.0954714430550862,0.0498004788507582,0.0107673901897112,0.125567322239032
"X0.338",0.642073273678879,0.000741619697419163,0.152400134273246,0.0370249551459794,0.497603560424512,0.0977859778597786,0.237918215613383,0.068316041500399,0.0307639719706033,0.254328458564465
"X0.339",0.670606111767685,0.00222485909225749,0.222557905337362,0.0841624531071603,0.6816158849709,0.190405904059041,0.440858398107469,0.0718276137270551,0.0729789779524868,0.413346780971592
"X0.340",0.540097923349654,0.00444971818451498,0.293554884189325,0.169792855977818,0.744779185210544,0.294464944649447,0.630787428185198,0.0673583399840383,0.164245428131943,0.532022188603127
"X0.341",0.327030221171704,0.0121625630376743,0.365726753944277,0.268961017778503,0.723040054775762,0.371586715867159,0.660696181142278,0.0565043894652833,0.324559904289865,0.560430324424273
"X0.342",0.140469356744893,0.0760901809552062,0.442430345753609,0.341869189365519,0.67990414241698,0.390405904059041,0.549678945589726,0.0534716679968077,0.541104084771834,0.555387460077324
"X0.343",0.0467668411278069,0.365173539009196,0.51460221550856,0.378241722394389,0.647038685381719,0.382472324723247,0.452348766475161,0.0603351955307263,0.760895573406255,0.557236510337872
"X0.344",0.0158703359783893,0.857905665974488,0.584424303457536,0.381503832979938,0.649435124957206,0.376014760147601,0.492396079756675,0.0943335993615323,0.856776619381302,0.567154143553538
"X45",0.011143001857167,0.971818451498072,0.627727425310507,0.385907682270429,0.696165696679219,0.382656826568266,0.595809395065901,0.240383080606544,0.851136557853358,0.58782988737603
"X186",0.0155326692554449,0.664787896766538,0.636623027861699,0.409721089544936,0.785005135227662,0.390036900369004,0.625042244001352,0.524660814046289,0.767902922577337,0.701126239704152
"X253.26",0.0420395070065845,0.141056066449125,0.602215508559919,0.478225411841461,0.863574118452585,0.403136531365314,0.577728962487327,0.735674381484437,0.590326439924799,0.830055471507816
"X253.27",0.125780854296809,0.0127558587956096,0.527358173883854,0.559125754363073,0.834988017802123,0.405719557195572,0.520446096654275,0.728970470869912,0.371731327978123,0.78618255168936
"X150",0.267938544656424,0.00222485909225749,0.401141322591474,0.564182025770674,0.670831906881205,0.374354243542435,0.506252112200068,0.517956903431764,0.209707742266279,0.512355017650025
"X27",0.452304575384096,0.000444971818451498,0.270224907687143,0.465340075028543,0.458918178705923,0.298154981549816,0.526022304832714,0.280446927374302,0.120663134506922,0.229786518742646
"X0.345",0.585345264224211,0.000148323939483833,0.155924806982209,0.296362746697113,0.28312221841835,0.19280442804428,0.506928016221696,0.128970470869912,0.0687062040676807,0.0900991763321567
"X0.346",0.594799932466655,0.000593295757935331,0.0862705605908023,0.143369760234872,0.162786716877782,0.104243542435424,0.401318012842176,0.0593774940143655,0.0367458554093317,0.0334510001680955
"X0.347",0.47762957960493,0.000296647878967665,0.0568982880161128,0.0577393573642146,0.093632317699418,0.0511070110701107,0.260729976343359,0.026975259377494,0.0205093146470689,0.0126071608673727
"X0.348",0.286341381056897,0,0.0412890231621349,0.0137008644593052,0.0487846627867169,0.0177121771217712,0.142108820547482,0.0122905027932961,0.00991283541274996,0.00302571860816944
"X0.349",0.0969103494850583,0,0.0305471634776771,0.00146794976349698,0.0167750770284149,0.0047970479704797,0.0586346738763096,0.0043096568236233,0.00341821910784481,0.000168095478231636
"X0.350",0.00337666722944454,0,0.0157771064115475,0,0.00410818212940774,0.0003690036900369,0.0141939844542075,0.000798084596967279,0.00102546573235344,0.000168095478231636
"X0.351",0,0,0.00503524672708963,0,0.000342348510783978,0,0.000337952010814464,0,0,0
"X0.352",0,0,0.000335683115139308,0,0,0,0,0,0,0
"X0.353",0,0,0,0,0,0,0,0,0,0
"X0.354",0,0,0,0,0,0,0,0,0,0
"X0.355",0,0,0.000335683115139308,0.0022834774098842,0,0,0,0,0,0
"X0.356",0.000168833361472227,0,0.00486740516951997,0.00587179905398793,0.00445053064019172,0.00129151291512915,0,0.00191540303272147,0.000170910955392241,0.00168095478231636
"X0.357",0.063987843997974,0,0.0290365894595502,0.0138639699885826,0.0280725778842862,0.00608856088560886,0.00152078404866509,0.00750199521149242,0.000341821910784481,0.0099176332156665
"X0.358",0.302042883673814,0.000148323939483833,0.0871097683786506,0.0190833469254608,0.117083190688121,0.0223247232472325,0.0246704967894559,0.0166001596169194,0.00256366433088361,0.0356362413851067
"X0.359",0.530136755022792,0.000296647878967665,0.175897952332998,0.0251182515087261,0.261040739472783,0.0485239852398524,0.104596147347077,0.0319233838786911,0.0138437873867715,0.0852244074634392
"X0.360",0.664696944116157,0.000593295757935331,0.267707284323599,0.0358832164410373,0.410647038685382,0.0752767527675277,0.25887124028388,0.0421388667198723,0.0413604512049222,0.171289292318037
"X0.361",0.649164274860712,0.00177988727380599,0.357502517623364,0.0559451965421628,0.547244094488189,0.106088560885609,0.473470767151065,0.0493216280925778,0.101008374636814,0.28878803160195
"X0.362",0.47003207833868,0.0081578166716108,0.442094662638469,0.095090523568749,0.613488531324889,0.153874538745387,0.650388644812437,0.0579409417398244,0.213980516151085,0.400571524625988
"X0.363",0.250042208340368,0.038119252447345,0.507888553205774,0.122329146958082,0.635570010270455,0.181734317343173,0.672862453531598,0.0643256185155626,0.394462485045291,0.462430660615229
"X0.364",0.0940401823400304,0.168199347374666,0.572339711312521,0.148915348230305,0.630434782608696,0.195387453874539,0.571645826292666,0.0737430167597765,0.607588446419415,0.478567826525466
"X0.365",0.0310653385108898,0.486799169385939,0.643840214837194,0.155765780459958,0.630092434097912,0.209963099630996,0.501013856032443,0.0989624900239425,0.756793710476842,0.465456379223399
"X0.366",0.0135066689177782,0.867546722040937,0.692849949647533,0.164899690099494,0.65063334474495,0.233948339483395,0.539202433254478,0.176695929768555,0.762091950094001,0.447638258530846
"X0.367",0.016376836062806,0.909670720854346,0.701242027526015,0.18496167020062,0.717562478603218,0.277859778597786,0.568435282189929,0.393455706304868,0.708767732011622,0.500252143217347
"X16",0.031234171872362,0.502521506971225,0.677408526351125,0.237807861686511,0.804690174597741,0.322693726937269,0.508279824264954,0.657781324820431,0.631174158263545,0.666498571188435
"X93.1",0.0857673476278913,0.109018095520617,0.613796576032226,0.339422606426358,0.842348510783978,0.366974169741697,0.417539709361271,0.758818834796488,0.504358229362502,0.786686838124054
"X252",0.20698970116495,0.0118659151587066,0.515441423296408,0.490621432066547,0.757959602875728,0.398892988929889,0.395741804663738,0.635913806863527,0.346607417535464,0.683140023533367
"X253.28",0.374641229106872,0.00252150697122516,0.395770392749245,0.571684880117436,0.582677165354331,0.393357933579336,0.464852990875296,0.397924980047885,0.220646043411383,0.399394856278366
"X187",0.530812088468681,0.00103826757638683,0.275427995971803,0.512314467460447,0.370763437179048,0.32619926199262,0.537005745184184,0.203351955307263,0.134848743804478,0.170448814926878
"X0.368",0.604423434070572,0.000296647878967665,0.192514266532393,0.352307943239276,0.225778842862034,0.224354243542435,0.522473808719162,0.0913008778930567,0.0806699709451376,0.0704320053790553
"X0.369",0.561370926895154,0.000593295757935331,0.13611950318899,0.191812102430272,0.125984251968504,0.130073800738007,0.397262588712403,0.0458100558659218,0.0425568278926679,0.0255505126912086
"X0.370",0.40638190106365,0,0.103390399462907,0.0820420812265536,0.0703526189661075,0.0693726937269373,0.253126056100034,0.0249002394253791,0.0246111775764827,0.0109262060850563
"X0.371",0.229444538240756,0,0.0797247398455858,0.0251182515087261,0.0335501540568299,0.0265682656826568,0.128083812098682,0.010853950518755,0.014185609297556,0.0023533366952429
"X0.372",0.0700658450109742,0.000148323939483833,0.0540449815374287,0.00358832164410373,0.0142074631975351,0.00830258302583026,0.0513687056437986,0.00303272146847566,0.0046145957955905,0.000168095478231636
"X0.373",0.0018571669761945,0,0.0273581738838536,0,0.00256761383087984,0.000553505535055351,0.0126732004055424,0.000478850758180367,0.000683643821568963,0
"X0.374",0,0.000148323939483833,0.00621013763007721,0,0.000513522766175967,0,0.000168976005407232,0,0,0
"X0.375",0,0,0.000503524672708963,0,0,0,0,0,0,0
"X0.376",0,0,0,0,0,0,0,0,0,0
"X0.377",0,0,0,0.000163105529277443,0,0,0,0,0,0
"X0.378",0,0,0.000839207787848271,0.00293589952699397,0.000342348510783978,0,0,0,0,0
"X0.379",0.000844166807361135,0,0.0134273246055723,0.0138639699885826,0.00171174255391989,0.0014760147601476,0,0.00127693535514765,0,0.000672381912926542
"X0.380",0.0857673476278913,0,0.0599194360523666,0.0305007339748817,0.0193426908592948,0.0138376383763838,0.00202771206488679,0.00415003990422985,0.000854554776961203,0.00437048243402252
"X0.381",0.335978389329732,0.000148323939483833,0.15072171869755,0.0407763823193606,0.077541937692571,0.0483394833948339,0.0246704967894559,0.0100558659217877,0.00700734917108187,0.0166414523449319
"X0.382",0.556305926050988,0.000444971818451498,0.269217858341725,0.045343337139129,0.166210201985621,0.0872693726937269,0.0995268671848597,0.0166001596169194,0.0271748419073663,0.0445453017313834
"X0.383",0.673138612189769,0.00103826757638683,0.376804296743874,0.0520306638395042,0.254536117767888,0.0944649446494465,0.259378168300101,0.0244213886671987,0.0743462655956247,0.0904353672886199
"X0.384",0.621813270302212,0.00444971818451498,0.459214501510574,0.053824824661556,0.319924683327628,0.0900369003690037,0.475160527205137,0.0332003192338388,0.165270893864297,0.154815935451336
"X0.385",0.437784906297484,0.0234351824384456,0.515441423296408,0.0536617191322786,0.359637110578569,0.0902214022140221,0.658837445082798,0.0462889066241022,0.32951632199624,0.222726508656917
"X0.386",0.215937869322978,0.0962622367250074,0.562101376300772,0.0548034578372207,0.382232112290312,0.0885608856088561,0.703109158499493,0.0569832402234637,0.509143736113485,0.269625147083543
"X0.387",0.0834036805672801,0.279887273805992,0.62151728768043,0.0595335181862665,0.392502567613831,0.0950184501845018,0.628421764109496,0.0783719074221867,0.653050760553751,0.286602790384939
"X0.388",0.0344420057403343,0.569712251557401,0.665491775763679,0.0610014679497635,0.410304690174598,0.108487084870849,0.548665089557283,0.129608938547486,0.676978294308665,0.278198016473357
"X0.389",0.0251561708593618,0.839513497478493,0.696878147029204,0.0663839504159191,0.474666210201986,0.14409594095941,0.527036160865157,0.278691141260974,0.589984618014015,0.305933770381577
"X0.390",0.0422083403680567,0.778700682290122,0.693353474320242,0.0900342521611483,0.592776446422458,0.213468634686347,0.483102399459277,0.532162809257781,0.532216715091437,0.438224911749874
"X0.391",0.0896505149417525,0.396173242361317,0.661295736824438,0.158049257869842,0.699075659020883,0.279151291512915,0.396248732679959,0.714764565043895,0.505041873184071,0.635232812237351
"X0.392",0.189093364848894,0.10100860278849,0.596173212487412,0.289022997879628,0.712256076686066,0.355719557195572,0.355018587360595,0.700399042298484,0.45769953854042,0.701294335182384
"X249",0.332939388823231,0.0157223375852863,0.51477005706613,0.458163431740336,0.599452242382746,0.400922509225092,0.414329165258533,0.500558659217877,0.357032985814391,0.558749369641957
"X253.29",0.497214249535708,0.00430139424503115,0.423632091305807,0.559778176480183,0.419890448476549,0.407749077490775,0.537343697194998,0.281404628890662,0.250726371560417,0.314170448814927
"X249.1",0.598851933141989,0.00252150697122516,0.333669016448473,0.521122166041429,0.25042793563848,0.340405904059041,0.596823251098344,0.131524341580208,0.160656298068706,0.139855437888721
"X64.1",0.598345433057572,0.00133491545535449,0.263846928499496,0.370901973576904,0.139335843889079,0.241328413284133,0.524839472794863,0.0592178770949721,0.0981028883951461,0.0606824676416204
"X0.393",0.491136248522708,0.00118659151587066,0.206948640483384,0.219213831348883,0.0720643615200274,0.149261992619926,0.362284555593106,0.0295291300877893,0.0567424371902239,0.0242057488653555
"X0.394",0.330069221678204,0.000741619697419163,0.165659617321249,0.101125428152014,0.0347483738445738,0.0763837638376384,0.209868198715782,0.0137270550678372,0.031960348658349,0.00924525130273996
"X0.395",0.157352692892115,0.000593295757935331,0.123867069486405,0.0347414777360953,0.015576857240671,0.0324723247232472,0.099019939168638,0.00638467677573823,0.0167492736284396,0.00268952765170617
"X0.396",0.0420395070065845,0.000444971818451498,0.0861027190332326,0.00326211058554885,0.00564875042793564,0.0114391143911439,0.0348090571138898,0.00239425379090184,0.00666552726029739,0.000168095478231636
"X0.397",0.00151950025325004,0.000148323939483833,0.0409533400469956,0,0.00102704553235193,0.0003690036900369,0.00895572828658331,0.000478850758180367,0.000341821910784481,0.000168095478231636
"X0.398",0,0.000148323939483833,0.00721718697549513,0,0.000171174255391989,0,0,0,0,0
"X0.399",0,0,0,0,0,0,0,0,0,0
"X0.400",0,0,0,0,0,0,0,0,0,0
"X0.401",0,0,0,0.000163105529277443,0,0,0,0,0,0
"X0.402",0,0,0.000335683115139308,0.00489316587832327,0,0,0,0,0,0
"X0.403",0.00118183353030559,0,0.0234978180597516,0.0260968846843908,0.00136939404313591,0.00239852398523985,0.000168976005407232,0.000478850758180367,0,0.000504286434694907
"X0.404",0.0964038494006416,0,0.0960053709298422,0.0559451965421628,0.0109551523450873,0.0243542435424354,0.00185873605947955,0.00239425379090184,0.00188002050931465,0.00252143217347453
"X0.405",0.331757555292926,0.000148323939483833,0.215172876804297,0.0795954982873919,0.0380006846970216,0.0839483394833948,0.0197701926326462,0.00446927374301676,0.0152110750299094,0.00706001008572869
"X0.406",0.556981259496877,0.000741619697419163,0.341725411211816,0.0941118903930843,0.077541937692571,0.151291512915129,0.0831361946603582,0.00702314445331205,0.0480259784652196,0.0200033619095646
"X0.407",0.681073780178963,0.00326312666864432,0.444276602886875,0.0977002120371881,0.11879493324204,0.163837638376384,0.228455559310578,0.0114924181963288,0.123397709793198,0.0384938645150445
"X0.408",0.631099105183184,0.0158706615247701,0.50503524672709,0.0864459305170445,0.137452927079767,0.137084870848708,0.434944237918216,0.0188347964884278,0.257562809776107,0.0643805681627164
"X0.409",0.456187742697957,0.0606644912488876,0.55337361530715,0.0689936388843582,0.148579253680246,0.108118081180812,0.648191956742143,0.028731045490822,0.432404717142369,0.0943015632879476
"X0.410",0.256795542799257,0.171759121922278,0.602383350117489,0.0569238297178274,0.159534406025334,0.0880073800738007,0.758533288273065,0.0443735035913807,0.579046316868911,0.118339216675071
"X0.411",0.126793854465642,0.370809848709582,0.63578382007385,0.0473006034904583,0.180931187949332,0.0804428044280443,0.720175735045623,0.0855546687948923,0.61254486412579,0.13464447806354
"X0.412",0.0805335134222522,0.596855532482943,0.663477677072843,0.0442015984341869,0.234679904142417,0.096309963099631,0.618621155795877,0.186432561851556,0.518372927704666,0.161539754580602
"X0.413",0.0864426810737802,0.767873034707802,0.683618663981202,0.0526830859566139,0.347997261211914,0.139852398523985,0.543088881378844,0.395211492418196,0.408306272432063,0.258026559085561
"X46",0.132534188755698,0.644319193117769,0.665995300436388,0.0857935083999348,0.481684354673057,0.21309963099631,0.483609327475498,0.610853950518755,0.394120663134507,0.438729198184569
"X130",0.224210704035117,0.346633046573717,0.628902316213494,0.175664655031806,0.568469702156796,0.294280442804428,0.454038526529233,0.698802873104549,0.430695607588446,0.588334173810725
"X183",0.355900725983454,0.110797982794423,0.587781134608929,0.322459631381504,0.565902088325916,0.374723247232472,0.497296383913484,0.579249800478851,0.431379251410015,0.603630862329803
"X253.30",0.495019415836569,0.0246217739543162,0.528868747901981,0.481813733485565,0.452927079767203,0.421955719557196,0.59766813112538,0.36903431763767,0.369338574602632,0.447470163052614
"X253.31",0.597670099611683,0.00889943636902996,0.474152400134273,0.567933452944055,0.295275590551181,0.407933579335793,0.664413653261237,0.191061452513966,0.278584857289352,0.261892755084888
"X207",0.621475603579267,0.00459804212399881,0.407351460221551,0.516065894633828,0.164840807942485,0.33690036900369,0.617100371747212,0.0790103750997606,0.187489318065288,0.125231131282568
"X2.1",0.532838088806348,0.00355977454761198,0.348271231957033,0.362746697113032,0.0867853474837385,0.240221402214022,0.460459614734708,0.0347964884277733,0.118099470176038,0.0566481761640612
"X0.414",0.3896673982779,0.00222485909225749,0.291708627056059,0.217093459468276,0.0415953440602533,0.150553505535055,0.287090233186887,0.0167597765363128,0.0675098273799351,0.0221886031265759
"X0.415",0.234340705723451,0.00148323939483833,0.234138972809668,0.10650791061817,0.0188291680931188,0.0824723247232472,0.144812436633998,0.00750199521149242,0.0410186292941378,0.00823667843335014
"X0.416",0.0960661826776971,0.00103826757638683,0.175562269217858,0.0321317892676562,0.00736049298185553,0.0356088560885609,0.0613382899628253,0.00255387071029529,0.0193129379593232,0.0028576231299378
"X0.417",0.020091170015195,0.000593295757935331,0.108257804632427,0.00260968846843908,0.00188291680931188,0.0107011070110701,0.0177424805677594,0.000798084596967279,0.00495641770637498,0.000168095478231636
"X0.418",0.000506500084416681,0.000148323939483833,0.0411211816045653,0,0.000171174255391989,0.0003690036900369,0.00388644812436634,0,0,0.000504286434694907
"X0.419",0,0.000148323939483833,0.00453172205438067,0,0,0.00018450184501845,0.000168976005407232,0,0,0
"X0.420",0,0.000148323939483833,0.000335683115139308,0,0,0,0,0,0,0
"X0.421",0,0,0,0,0,0,0,0,0,0
"X0.422",0,0,0,0.000163105529277443,0,0,0,0,0,0
"X0.423",0,0,0.00100704934541793,0.0088076985809819,0.000171174255391989,0.0003690036900369,0,0,0,0
"X0.424",0.00151950025325004,0,0.0330647868412219,0.0404501712608057,0.00119821978774392,0.00239852398523985,0,0.000319233838786911,0.000170910955392241,0.000504286434694907
"X0.425",0.0886375147729191,0,0.11648204095334,0.0846517696949927,0.00479287915097569,0.0306273062730627,0.00202771206488679,0.0014365522745411,0.00376004101862929,0.00100857286938981
"X0.426",0.299341549890258,0.000296647878967665,0.243034575360859,0.136519328005219,0.015234508729887,0.113837638376384,0.0135180804325786,0.00159616919393456,0.0266621090411895,0.00353000504286435
"X0.427",0.523552253925376,0.00370809848709582,0.381671701913394,0.164410373511662,0.0261896610749743,0.216236162361624,0.0564379858060155,0.00303272146847566,0.0767390189711161,0.00722810556396033
"X0.428",0.674658112443019,0.0124592109166419,0.49513259483048,0.17664328820747,0.0362889421431017,0.264760147601476,0.169482933423454,0.00542697525937749,0.183900188002051,0.0141200201714574
"X0.429",0.66942427823738,0.0431622663897953,0.571164820409533,0.167183167509379,0.0422800410818213,0.248892988929889,0.361608651571477,0.0106943335993615,0.337207314988891,0.0226928895612708
"X0.430",0.547864257977376,0.117472560071195,0.625545485062101,0.144022182351982,0.0504964053406368,0.207564575645756,0.587022642784725,0.0201117318435754,0.494616304905144,0.0326105227769373
"X0.431",0.379537396589566,0.250964105606645,0.652400134273246,0.113358342847823,0.0648750427935638,0.166236162361624,0.775092936802974,0.0502793296089385,0.567937104768416,0.0482434022524794
"X0.432",0.255107209184535,0.428359537229309,0.676233635448137,0.0908497798075355,0.105443341321465,0.153505535055351,0.812774586008787,0.121628092577813,0.49735088019142,0.0749705832913095
"X39.1",0.215600202600034,0.584841293384752,0.677744209466264,0.0888925134562062,0.19103046901746,0.165682656826568,0.760223048327137,0.282841181165204,0.377371389506067,0.1418725836275
"X148",0.241262873543812,0.665084544645506,0.661967103054716,0.103245800032621,0.317185895241356,0.203321033210332,0.682325109834404,0.481404628890662,0.295675952828576,0.278702302908052
"X229",0.314367719061287,0.547908632453278,0.623027861698557,0.165715217745882,0.424854501882917,0.271586715867159,0.644136532612369,0.637669592976856,0.325756280977611,0.452681122877795
"X253.32",0.415667735944623,0.322901216256304,0.584256461899966,0.275811450008155,0.479287915097569,0.352214022140221,0.664075701250422,0.615482841181165,0.398735258930097,0.536560766515381
"X253.33",0.533851088975182,0.128596855532483,0.54833836858006,0.431414124938835,0.461143444026018,0.422509225092251,0.719330855018587,0.447885075818037,0.423688258417365,0.495209278870398
"X253.34",0.62468343744724,0.0351527736576683,0.519133937562941,0.554558799543305,0.371105785689832,0.445571955719557,0.740959783710713,0.267358339984038,0.378909588104598,0.368465288283745
"X250",0.644268107378018,0.0139424503114803,0.491943605236657,0.575762518349372,0.240157480314961,0.410332103321033,0.672524501520784,0.126256983240223,0.302341480088874,0.219868885526979
"X182.1",0.560864426810738,0.00830614061109463,0.455354145686472,0.492252487359321,0.134542964738103,0.322693726937269,0.50980060831362,0.0550678371907422,0.205434968381473,0.117498739283913
"X0.433",0.432213405368901,0.00563630970038564,0.410036925142665,0.335018757135867,0.0712084902430674,0.229520295202952,0.332037850625211,0.0209098164405427,0.125277730302512,0.0549672213817448
"X0.434",0.279250379875063,0.00326312666864432,0.346257133266197,0.197194584896428,0.0330366312906539,0.137822878228782,0.179621493747888,0.00766161213088587,0.0763971970603316,0.0208438393007228
"X0.435",0.139287523214587,0.00177988727380599,0.273917421953676,0.0867721415755994,0.0124957206436152,0.0736162361623616,0.080770530584657,0.00319233838786911,0.0430695607588446,0.00924525130273996
"X0.436",0.0474421745736958,0.00103826757638683,0.189828801611279,0.0210406132767901,0.00410818212940774,0.0304428044280443,0.0268671848597499,0.000957701516360734,0.0206802256024611,0.00420238695579089
"X0.437",0.00658450109741685,0.000889943636902996,0.104565290365895,0.00195726635132931,0.000855871276959945,0.00830258302583026,0.00625211220006759,0.000638467677573823,0.00341821910784481,0.000504286434694907
"X0.438",0.000168833361472227,0.000296647878967665,0.036421617992615,0,0,0.000553505535055351,0.00101385603244339,0,0,0.000504286434694907
"X0.439",0,0.000148323939483833,0.00503524672708963,0,0,0.00018450184501845,0.000168976005407232,0,0,0
"X0.440",0,0,0,0,0,0,0,0,0,0
"X0.441",0,0,0,0,0,0,0,0,0,0
"X0.442",0.000168833361472227,0,0,0.00065242211710977,0,0,0,0,0,0
"X0.443",0,0,0.00167841557569654,0.00994943728592399,0,0.0003690036900369,0,0,0,0
